Test Time (s),F(kg)      millistrain
26.325,"001.53,000.00098
"
26.524,"001.52,000.00097
"
26.737,"001.50,000.00097
"
26.938,"001.49,000.00097
"
27.137,"001.48,000.00097
"
27.341,"001.51,000.00098
"
27.541,"001.59,000.00118
"
27.737,"001.53,000.00121
"
27.941,"001.56,000.00123
"
28.138,"001.57,000.00120"
28.356,"
001.45,000.00093
"
28.557,"001.39,000.00089
"
28.758,"001.35,000.00086
"
28.957,"001.33,000.00085
"
29.155,"001.32,000.00085
"
29.357,"001.31,000.00085
"
29.556,"001.30,000.00086
"
29.757,"001.29,000.00087
"
29.971,"001.28,000.00087
"
30.174,"001.29,000.00088
"
30.374,"001.35,000.00089
"
30.573,"001.36,000.00088
"
30.774,"001.37,000.00088
"
30.971,"001.38,000.00090
"
31.175,"001.40,000.00090
"
31.374,"001.41,000.00070
"
31.592,"001.22,000.00064
"
31.791,"001.18,000.00065
"
31.988,"001.16,000.00063
"
32.188,"001.15,000.00062
"
32.39,"001.15,000.00059
"
32.591,"001.14,000.00057
"
32.792,"001.14,000.00056
"
32.99,"001.14,000.00057
"
33.187,"001.13,000.00057
"
33.389,"001.17,000.00057
"
33.59,"001.18,000.0005"
33.807,"8
001.19,000.00064
"
34.005,"001.22,000.00072
"
34.205,"001.23,000.00078
"
34.404,"001.24,000.00090
"
34.605,"001.25,000.00101
"
34.806,"001.23,000.00117
"
35.006,"001.20,000.00135
"
35.222,"001.19,000.00150
"
35.422,"001.19,000.00160
"
35.621,"001.18,000.00164
"
35.823,"001.18,000.00167
"
36.022,"001.18,000.00170
"
36.221,"001.23,000.00174
"
36.422,"001.25,000.00185
"
36.622,"001.26,000.00187
"
36.823,"001.26,000.00183
"
37.038,"001.26,000.00195
"
37.238,"001.26,000.00196
"
37.438,"001.23,000.00188
"
37.639,"001.21,000.00183
"
37.838,"001.21,000.00179
"
38.039,"001.19,000.00179
"
38.239,"001.18,000.00181
"
38.439,"001.18,000.00186
"
38.639,"001.18,000.00190
"
38.839,"001.23,000.00196
"
39.054,"001.25,000.00198
"
39.257,"001.26,000.00206
"
39.455,"001.27,000.00223
"
39.656,"001.27,000.00231
"
39.856,"001.27,000.00246
"
40.055,"001.27,000.00240
"
40.256,"001.24,000.00241
"
40.472,"001.22,000.00242
"
40.672,"001.19,000.00240
"
40.872,"001.18,000.00239
"
41.072,"001.16,000.00240
"
41.273,"001.14,000.00241
"
41.472,"001.13,000.00242
"
41.672,"001.17,000.00246
"
41.873,"001.22,000.00257
"
42.072,"001.23,000.00222
"
42.272,"001.24,000.00199
"
42.472,"001.24,000.00214"
42.689,"
001.25,000.00207
"
42.889,"001.25,000.00205
"
43.089,"001.25,000.00212
"
43.289,"001.24,000.00222
"
43.491,"001.23,000.00224
"
43.69,"001.22,000.00226
"
43.89,"001.23,000.00225
"
44.091,"001.21,000.00217
"
44.306,"001.19,000.00212
"
44.506,"001.20,000.00208
"
44.706,"001.22,000.00206
"
44.908,"001.19,000.00204
"
45.108,"001.17,000.00204
"
45.306,"001.16,000.00202
"
45.507,"001.15,000.00201
"
45.707,"001.15,000.00200
"
45.907,"001.14,000.00199
"
46.123,"001.14,000.00198
"
46.323,"001.14,000.00198
"
46.524,"001.13,000.00199
"
